Name,Title,Date and Location,Review,URL
Bikrant Rawat,Can take only if you're samsung fan...,Reviewed in India on 1 November 2023,"It comes with bundle of good package...
Everything works fine and most reviews over youtube and amazon are true however things to worry...
1-Not a gaming phone... decent play over bgmi
2-No app lock, net speed view, and other handy features
3-Network issue feels sometimes.. while same sim on Chinese brand or apple works fine... I faced no. Not reachable or switched off while it shows full on network ...
Rest all works fine and goes unnoticed during day to day work...",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Anndu,"Best phone phone your daily driver, Not for gaming",Reviewed in India on 13 October 2023,"After purchasing I used this device 5 days. In my experience it is a great phone,

Connectivity- 5G is stable I tested with Airtel 5g and speed is awesome.

Heating- No heating issue

Performence- Phone performs smoothly in all apps. Sometimes jitters at the time of heavy multitasking. This phone is not for high end gaming

Camera- The best camera under 20k

Battery - Battery is 6000 mah but it feels like 5000, It's okay normal.

Display- No comparison in display, it's awesome

One ui- The full one ui is so much usefully in daily office tasks. It packs uncountable features for you.

Conclusion- If you are not a gamer and your budget is under 20k than don't think anything go for it.",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Khemraj fekar,Nice phone,Reviewed in India on 16 November 2023,"This phone has huge battery. I purchase this phoe in sale at price of 14500 at this price is good.
not purchase in 20k",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Haneefa,Value for money,Reviewed in India on 14 October 2023,"I'm writing this review from the same phone for which the review is intended; I was a user of Samsung phone till mid 2018; I switched over to iPhone thereafter; now, when I decided to try an Android now, the natural choice fell on Samsung; and I was not disappointed with this phone; I didn't expect this kind of performance from this model as it's a midrange model; it has all the best features of One UI which are required for me; brilliant display, very fluid UI, good video and audio features, and I can hold it into my palm easily; I didn't try games as I have never been to games; I find the synthesis of the hardware and software excellent; and, I got it for ₹20499/- on the 7th October as soon as the Great Indian Sale opened for Prime members; I was not let down by my choice till now; thanks to Samsung and Amazon for bringing this product..",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Vishal,Satisfied with device.,Reviewed in India on 16 November 2023,"Nice camera, Good Battery Life, Feature rich software, smooth processor, better network connectivity. Only cons is slow charging.",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Amazon Customer,Mobile is good,Reviewed in India on 8 October 2023,Mobile is good but Amazon delivery with exchange process is horrible. Delivery people are avoiding such sort of delivery with exchange. I was troubled for 3 days and finally cancelled the exchange process and got the the item on 4th day. I a prime member for the past 10 years. I never had such trouble from Amazon so far. These delivery people avoid such delivery by mentioning that people are not available at their residence. Amazon customer care people bluff as much they can without knowing the exact reason.,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Venus,Affordable cell phone under 20k,Reviewed in India on 12 October 2023,Quality is good with decent performance in camera and battery. Weight is bit heavy.,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
akshay more,Too good for 15000 Price Point,Reviewed in India on 8 October 2023,"The phone meets all the expectations for the 15k price point, the display is top notch and also there is no lag in performance.The photo quality is also good.",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
sher singh,Samsung M34,Reviewed in India on 12 October 2023,Photo quality of back camera not good in might. Otherwise good phone.,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
balasubramanian,VOLUME OF THE PHONE IS LOW,Reviewed in India on 12 October 2023,PHONE VOLUME IS VERY LOW AND ONLY ON SPEAKER ONE CAN TALK,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Sourika,This problem,Reviewed in India on 18 October 2023,প্রোডাক্ট ভালো সবই ঠিক আছে শুধু ব্যাটারি এই জিনিসটা দেখাচ্ছে এটা যদি ফিক্স করতে পারেন অনেক ভালো হয়।,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Placeholder,Display is brilliant,Reviewed in India on 21 October 2023,Easy to use nice multimedia product speaker is mono but loud and clear overall nice one,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Avinash,Nice budget phone,Reviewed in India on 9 October 2023,All good in price of 14k but thephone camera was still not good but sound quality 9/10,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Amazon Customer,Overall this is good product.,Reviewed in India on 14 October 2023,Heating issue appear in this phone. Night camera is not good.,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Chakravarthi G,Value for money,Reviewed in India on 31 October 2023,I have recieved the package in good condition and on time delivery. I have bought this for its camera and image processing especially to shoot youtube videos. Videos are in decent quality. I'm okay with it. Good to go with this in this price range.,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Deepak gupta,Superb phone for normal use not for heavy use,Reviewed in India on 16 October 2023,Screen is super and camera also...no lagging i purchase 6gb+128gb variant,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
kiran,Good entry level phone,Reviewed in India on 7 October 2023,"Bought this phone for my Mom, Good battery life, ample screen size and camera quality.
since it has 5g support and amoled display price point is also good",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Dharmesh,Battery backup not good,Reviewed in India on 30 October 2023,Battery is draining fast. It is not seems like 6000 mah power feels like 4000 around. It should last minimum 2 days after moderate use bcz amoled displays consume less power than IPS display. My 2 year old moto g51 5000 mah still gives more backup than m34 6000 mah .i m very disappointed from battery backup.rest all is good,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
sanjeev sarkar,Compact phone with all the essential features merged with reasonable priced.,Reviewed in India on 3 September 2023,"Reason behind to choose samsung phones is the display and the camera which is always be at par with other brands ..... As per the price and the brands it's never dissapoint you.only cons is the u dope notch.and the charger is not in the box. Else everything is perfect 6000mh massive battery and super amoled display 120hz refresh rate, tested Exynos 1280 SoC,chipset which offers you major 4 updates ,if you are heavy gamer,then these will not for you. For normal gamming it's been quite study .camera is upto the mark.with ..
And moreover it's a made in India product..not such typical chines phones.....connectivity and performance of 5g bands are decent. Exynos 1280 SoC, chipset for havy tasking might get heating issue..Hopefully upcoming updates may resolved such issues...otherwise it's a capable processor.",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Biswa ranjan,After 3 weeks review.,Reviewed in India on 26 October 2023,"Phone is quite good. It was for normal usage only not for high-end usage 6000 mah Battery can last upto 2 -3 days depends on your usage.and design and in hand feel of phone was good and easy to hold and light weight. My Overall Experience was good till now let's see what happens in coming year.

Review by Biswa Ranjan
(Amazon prime customer)",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
Placeholder,Value for money.,Reviewed in India on 18 October 2023,No doubt.Mobile Bahot Achha Hai.Lekin Update ke baad mere mobile me.camera ka setting nahi khul raha.I hope ki next update me ye problem solve ho Jaye.Baki mujhe koi bhi major hitting ya lagging ka issue nahi Hai.Overall main happy hu is mobile se.,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
T.T.K.PRASAD,Satisfied,Reviewed in India on 15 November 2023,Camera not upto mark size ok speed ok charging ok memory ok,https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_20?keywords=mobile&qid=1700642605&sr=8-20
R.k singh,Good product,Reviewed in India on 6 November 2023,Good 5g phone as premium quality. Work good and smooth.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Santosh,Battery is getting drain faster,Reviewed in India on 12 November 2023,Battery is draining fast . I don't suggest who want have battery longer,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Lakshmiram s.,Behaviour,Reviewed in India on 18 November 2023,"My previous phone was also a Oppo-A83. It is easy to operate.Hence, I have selected the same company product A79. A good product from Oppo. I encourage others to go with Oppo. Thank you.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Jami B.,Storage,Reviewed in India on 12 November 2023,"Only one can use two nino some of one sim plus memory card.
But in the description it is not clear.it is purely cheating.in description it was shown that two nino sim and one memory card.no where it was written only one sim plus memory card or two nino sims",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Gauraw Kumar,Perfect mobile oppo A79 5G,Reviewed in India on 6 November 2023,"Oppo brand is very trustworthy, so I have purchased Oppo A 79 5G. Mobile is very fantastic mobile. Looks of mobile is also good. Mobile runs very smoothly. All needs fulfill this mobile as required for general uses. Recommended with 5 star Rating.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Manoj Chavan,Don't buy this product at all,Reviewed in India on 10 November 2023,This product is faulty launch by Oppo. I have battery drain + Phone lagging issue from phone start only. But now no one helping at all..even Oppo is denying the service and Amazon is just mediators without any help..so stop buying this product..,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
KP Praseeda,About phone,Reviewed in India on 11 November 2023,Superb phone very nice product I recommend everyone to use this phone I was surprised by the features that this phone has provided in very low price,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Though product was good but exchange and phone set up service was super pathetic...I was not able to back up my data...unnacessory pressurized to close exchange...,Pathetic,Reviewed in India on 4 November 2023,Path,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Placeholder,Nice production,Reviewed in India on 12 November 2023,"There all future's are good, camera, battery.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwODQ2NTc4NTU4MzI6OjA6Og&url=%2FOppo-Glowing-SUPERVOOC-Additional-Exchange%2Fdp%2FB0CL53RJML%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
MIMO,Great 👍,Reviewed in India on 8 November 2023,"I brought this phone under 51K with bank offer.
Camera quality of this phone is awesome, some pictures samples with various light condition that I give, see it and judge it.
Processor is decent compared to snapdragon 8 gen like 10-15% less. Every phone heated during camera recording and high graphics game playing because since 2012 to current time I brought more than 10 Mobiles with various brand and processor so I know how much these phone heated.
If I compared to Snapdragon to Exynos there is slightly heated like if SD heat upto 37-40 C during video recording/gaming at same time Exynos heat 39-43 C that's it. I saw if phone's body is plastic then feeling of heat slightly less time than when the phone body made of glass or Alluminium. Its 3.9x cooling chamber cool down quickly this phone.
But day to day use it doesn't feel you heat so much.
This phone come with Standard and Light mode which means first mode prefer only performance where you use 120Hz refresh rate and 5G connectivity and second one prefer to battery backup so there you can't use 5G and 120Hz.
This phone come with 4500mAh battery I think it should be more mAh capacity at this price. But day to day normal uses its backup upto 7hr but if you are a heavy user then it will change two times in a day.
Software and UI experience is very good and comfortable than other phones UI, No blotware. Display experience is awesome with HDR 10+ and Knox sequrity which make this phone more premium.
I think if you are a heavy gammer and your priority only performance then you can skip it. Otherwise I prefer you buy it only when it comes with bank offer.
Thank you 😊",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
CHANCHAL BASU,1 month review,Reviewed in India on 11 November 2023,"Ordered it on the day of launch. Got it delivered same day. My criteria for selecting this phone:
1) camera
2) Big battery with wireless charging
3) made in india
4) non Chinese brand
5) Under 50 Th after offers

I am a business user and use my phone for Teams calls, emails, music, WA, FB etc. So not a very heavy user.
My experience in the last month:
PROS:
1) very easy to move all data from my previous one plus 5T
2) camera is decent in this range. Nothing to boast.
3) Screen and touch are awesome
4) wireless charging works like a charm
5) gets charged quickly
CONS:
1) Doesn't come with charger adapter. Had to research to find and order a compatible charger
2) Has no memory card slot. Actually no good options available for dual Sim phones with dedicated card slot
3) Looks are killer but some feel it looks like iPhone.
4) Heating happens during charging. Some heating during continuous use.
5) Camera results could have been better

Will update if new issues show up after few months.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Placeholder,Battery 🔋 & heating 🔥,Reviewed in India on 16 November 2023,"PROS - camera, display, looks 👌 performance okk
CONS - heat like a pan due to exynos but it kinda optomise battery 🔋 upsets me a lot #Samsung",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Amazon Customer,"Build quality, camera and display are top notch",Reviewed in India on 9 November 2023,In hand feel is awesome. Cameras are exceptionally the best and display is crisp and clear. The only problem I am facing is battery drainage. It won't last a single day with moderate to heavy usage. And there are lot of heating during heavy tasks.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Placeholder,Good,Reviewed in India on 15 November 2023,Good,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
avinash,battery,Reviewed in India on 9 November 2023,battery drainage too fast,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Placeholder,Manepalli,Reviewed in India on 15 November 2023,"taking to tmie for full charging, Battery backup is very very poor wrost , not up to the mark,i given suggested don't buye the Mobile expected good battery backup guys,service good, sound quality also good, only problem is batary backup",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Ratnakar Bangera,A substandard mobile,Reviewed in India on 18 November 2023,The touchscreen is of substandard quality.. sometimes works on soft touch and on other you have to literally hammer it and still it does not work.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Venugopal Rajendran,Not worth for 65K,Reviewed in India on 9 November 2023,Design looks common as other samsung mobiles. No uniqueness..Definitely not worth for this price tag..Performance is normal.Charging could have improved with less duration. Heating is high while playing games and watching videos,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
mandeep,Heating issue,Reviewed in India on 10 November 2023,Phone gets heat during charging and also during half an hour use gets heat. Performance is good and fast. Sound quality very good. Appearance good looking,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Sanchit Pore,Cell phone is warming,Reviewed in India on 7 November 2023,"Due to Exyenos processor it is heating to much. I can not use without case. Overall display, look design, camera is good.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Pratik suresh dhadve,Over heated phone,Reviewed in India on 9 November 2023,"Heating issues
Comfortable to use
Function, camera and look nice 👌",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Placeholder,Phon was good but biout charjar not good,Reviewed in India on 10 November 2023,Good,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Dhanasekar,Heating Machine for Normal User,Reviewed in India on 12 November 2023,"Hi,
After 20 days usage I am writing this review.
Cons:
1. Beside Pros, Cons are in higher side.
2. For outdoor usage, phone is heating like anything and I can't able to use. Just turning on Power mode and Extra dim at high intensity.
3. Dialer is not optimised for latest version, it is frequently auto restarting (you need to wait for 30 mins for next use). During concall it is getting call drop some times.
4. Batter life is not appreciable, need to charge at 4 or 5PM if you start using phone from 9AM for indoor use. But in outdoor, you need to charge at 2PM or push to use Deep power mode.
5. While phone was in Power saving mode, after unlock, phone refresh rate is strucking for 2 swipes, after that it is normal.
6. 50MP camera shots clarity is less in compare to normal 12MP camera shots.
6. While charging also, phone is heating like anything.
7. In Samsung Members app, i have raised complaint of plenty of times on above issues, they are providing only basic solutions which is of no use.
8. While you are in call, screen touch or awake is majority of times not working need to touch three or more times or have to use side button.
9. Dont keep the mobile in light mode, you will face excess heating during normal usage. Better keep it in Standard mode.
10. But Samsung putting USP as provided vapour chamber for cooling, but dont know whether that is working or not.

Literally I am putting my mobile in front of Car AC vent for immediate cooling during usage.

Pros:
1. Good screen quality
2. Call clarity is good
3. Speaker sound is good
4. Wifi speed is good
5. Haptic is good.

Hope all these issues may solve in UI 6.0 update. Being Samsung user i am not expected such product.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Tathagata Dutta,Good Mobile,Reviewed in India on 20 November 2023,It's really good one. long batary back up. no over heating problem.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
